index,current_time,crawled_at,pressure,country,wind_direction,sky,uniq_id,visibility,temparature,dev_point,place,location,data_category,latest_report,wind,forecast,feels_like,index_date_format
1784,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1033 mbar,Germany, from West,Overcast.,077d92bf-0bc9-56ec-82a4-0265c13b7002, 16 km,1 °C, 0 °C," Weather in Dingolfing, Bavaria, Germany",Straubing,weather," 19 Jan 2020, 09:00",4 km/h ,3 / -3 °C,1 °C,2020.01.19
1785,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1037 mbar,Germany, from West,Overcast.,3467b91b-3078-50a7-8d0f-4f10b6e09c31, 8 km,0 °C, -1 °C," Weather in Linz am Rhein, Rhineland-Palatinate, Germany",Aachen-Orsbach,weather," 19 Jan 2020, 09:00",6 km/h ,5 / -1 °C,-1 °C,2020.01.19
1786,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1033 mbar,Germany, from Northwest,Chilly.,7bb2a43e-c8d4-5b85-bfca-3e2014aab922, 7 km,0 °C, 0 °C," Weather in Dillenburg, Hesse, Germany",Siegerland Airport,weather," 19 Jan 2020, 10:20",15 km/h ,4 / -1 °C,-4 °C,2020.01.19
1787,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1034 mbar ,Germany,na,Fog.,7d29cf8f-4a5b-5035-9b8a-2f68687f448b, N/A,1 °C, -1 °C," Weather in Tegernsee, Bavaria, Germany",Kufstein,weather," 19 Jan 2020, 10:00",No wind,0 / -5 °C,1 °C,2020.01.19
1788,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, N/A,Germany, from Northeast,Passing clouds.,6f5ce528-5a5e-578c-9b80-71d9404464b6, 3 km,, N/A," Weather in Lingen (Ems), Lower Saxony, Germany",Lingen,weather," 19 Jan 2020, 04:00",13 km/h ,6 / 0 °C,,2020.01.19
1789,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1035 mbar,Germany, from West,Passing clouds.,685a63e2-d653-5249-866a-ecaee32068c9, N/A,4 °C, 1 °C," Weather in Dietzenbach, Hesse, Germany",Frankfurt-M-Flughafen Airport,weather," 19 Jan 2020, 10:20",7 km/h ,4 / -1 °C,2 °C,2020.01.19
1790,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, N/A,Germany, from Northeast,Passing clouds.,dcbb7152-b0a4-54bb-88d5-e66271935c1f, 0 km,, N/A," Weather in Lindlar, North Rhine-Westphalia, Germany",Koeln / Bonn,weather," 19 Jan 2020, 07:00",4 km/h ,5 / -1 °C,,2020.01.19
1791,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1036 mbar,Germany, from North,More clouds than sun.,b99667d9-1f2d-5921-8c38-bb1e0686323e, N/A,3 °C, 0 °C," Weather in Taunusstein, Hesse, Germany",Wiesbaden Airport,weather," 19 Jan 2020, 09:56",7 km/h ,4 / -1 °C,1 °C,2020.01.19
1792,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1035 mbar,Germany, from West,Fog.,e4caff5c-b080-5170-a280-69d9d6cbaaf8, 5 km,2 °C, 1 °C," Weather in Detmold, North Rhine-Westphalia, Germany",Paderborn / Lippstadt,weather," 19 Jan 2020, 10:20",7 km/h ,5 / 1 °C,0 °C,2020.01.19
1793,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1036 mbar,Germany, from West,Broken clouds.,1198e269-c604-54cd-a502-0bd252de44f0, N/A,3 °C, 2 °C," Weather in Sundern (Sauerland), North Rhine-Westphalia, Germany",Dortmund / Wickede,weather," 19 Jan 2020, 10:20",7 km/h ,4 / -2 °C,1 °C,2020.01.19
1794,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:33 2020, 1034 mbar,Germany, from East,Chilly.,87ef7b20-740b-5349-98da-3ebd8aaa86fc, N/A,2 °C, 0 °C," Weather in Lindau (Bodensee), Bavaria, Germany",Bregenz,weather," 19 Jan 2020, 10:00",2 km/h ,4 / -4 °C,2 °C,2020.01.19
1795,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from West,Drizzle. Low clouds.,dde48428-9cab-59e7-8354-82c493c2fed5, N/A,3 °C, 2 °C," Weather in Dessau-Rosslau, Saxony-Anhalt, Germany",Leipzig-Schkeuditz,weather," 19 Jan 2020, 10:20",6 km/h ,4 / -1 °C,2 °C,2020.01.19
1796,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from Northwest,Broken clouds.,300e256f-bd45-5fd9-b57a-f62cc0e6a427, N/A,2 °C, 0 °C," Weather in Suhl, Thuringia, Germany",Erfurt-Bindersleben,weather," 19 Jan 2020, 10:20",11 km/h ,2 / -4 °C,-1 °C,2020.01.19
1797,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1031 mbar,Germany, from Southwest,Chilly.,6695f1d0-eec7-5125-a529-91e09b45c2e8, N/A,2 °C, 1 °C," Weather in Demmin, Mecklenburg-Western Pomerania, Germany",Laage,weather," 19 Jan 2020, 10:20",6 km/h ,5 / 0 °C,0 °C,2020.01.19
1798,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from Northwest,Chilly.,83d576a2-a1d2-54e1-8dab-efb20f7f2436, 7 km,0 °C, 0 °C," Weather in Limburg an der Lahn, Hesse, Germany",Siegerland Airport,weather," 19 Jan 2020, 10:20",15 km/h ,5 / 0 °C,-4 °C,2020.01.19
1799,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1037 mbar,Germany, from Northwest,Partly sunny.,e2839a90-95e7-584a-be5a-fc5fb5791ab6, N/A,3 °C, 2 °C," Weather in Leverkusen, North Rhine-Westphalia, Germany",Koeln / Bonn,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 1 °C,0 °C,2020.01.19
1800,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,7c4e892e-b652-5fbf-a406-be69c00b29fa, N/A,1 °C, 0 °C," Weather in Stuttgart, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,4 / 0 °C,-2 °C,2020.01.19
1801,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1035 mbar,Germany, from Northwest,Partly sunny.,22318eb4-a263-5a1a-bb13-079ad69178a4, N/A,3 °C, 2 °C," Weather in Delmenhorst, Lower Saxony, Germany",Bremen Airport,weather," 19 Jan 2020, 10:20",11 km/h ,6 / 2 °C,0 °C,2020.01.19
1802,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1033 mbar ,Germany, from Northeast,Sunny.,e094ff04-b06a-51d4-8e49-7984979e1366, 16 km,0 °C, -1 °C," Weather in Leutkirch im Allgäu, Baden-Württemberg, Germany",Friedrichshafen Airport,weather," 19 Jan 2020, 10:20",6 km/h ,1 / -3 °C,-2 °C,2020.01.19
1803,"19 Jan 2020, 11:08:33",Sun Jan 19 15:38:34 2020, 1035 mbar,Germany, from Northwest,Partly sunny.,690ed10d-2e6c-5e5e-b82e-fbde5fa4cfd5, N/A,3 °C, 2 °C," Weather in Stuhr, Lower Saxony, Germany",Bremen Airport,weather," 19 Jan 2020, 10:20",11 km/h ,6 / 2 °C,0 °C,2020.01.19
1804,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1035 mbar,Germany, from West,Fog.,566893f2-8f50-50d5-80b3-73277e0c481a, 5 km,2 °C, 1 °C," Weather in Delbrück, North Rhine-Westphalia, Germany",Paderborn / Lippstadt,weather," 19 Jan 2020, 10:20",7 km/h ,6 / 1 °C,0 °C,2020.01.19
1805,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1032 mbar,Germany, from Northwest,Partly sunny.,60c18b38-f975-5892-a959-f79b0f647898, N/A,4 °C, 2 °C," Weather in Strausberg, Brandenburg, Germany",Berlin-Schoenefeld,weather," 19 Jan 2020, 10:20",15 km/h ,5 / 0 °C,1 °C,2020.01.19
1806,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,02bf3a7f-cfc8-5074-936b-4f76a1b44b5e, N/A,1 °C, 0 °C," Weather in Leonberg, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,3 / -1 °C,-2 °C,2020.01.19
1807,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from West,Overcast.,015a1ba0-d09f-5bab-b950-5d2b9d9cd35d, 16 km,1 °C, 0 °C," Weather in Deggendorf, Bavaria, Germany",Straubing,weather," 19 Jan 2020, 09:00",4 km/h ,4 / -3 °C,1 °C,2020.01.19
1808,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1036 mbar,Germany, from West,Broken clouds.,9280a302-08bd-5856-ab5b-aa64d95bcb3e, N/A,3 °C, 2 °C," Weather in Datteln, North Rhine-Westphalia, Germany",Dortmund / Wickede,weather," 19 Jan 2020, 10:20",7 km/h ,5 / 1 °C,1 °C,2020.01.19
1809,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1031 mbar,Germany, from Southwest,Chilly.,d48304e8-65e8-55e3-a59f-f59373fd165f, N/A,2 °C, 1 °C," Weather in Stralsund, Mecklenburg-Western Pomerania, Germany",Laage,weather," 19 Jan 2020, 10:20",6 km/h ,6 / 1 °C,0 °C,2020.01.19
1810,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from West,Overcast.,4d225625-d81e-5952-9371-755ee7e0fdaf, 16 km,1 °C, 0 °C," Weather in Straubing, Bavaria, Germany",Straubing,weather," 19 Jan 2020, 09:00",4 km/h ,3 / -3 °C,1 °C,2020.01.19
1811,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1033 mbar,Germany, from Northwest,Chilly.,9c201702-e79d-5134-a05b-612bb9a77793, 7 km,0 °C, 0 °C," Weather in Lennestadt, North Rhine-Westphalia, Germany",Siegerland Airport,weather," 19 Jan 2020, 10:20",15 km/h ,4 / -2 °C,-4 °C,2020.01.19
1812,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:34 2020, 1035 mbar,Germany, from Northwest,Partly sunny.,0534d8ff-01c3-5afe-afce-cd6657e85a55, N/A,3 °C, 2 °C," Weather in Lemgo, North Rhine-Westphalia, Germany",Bueckeburg,weather," 19 Jan 2020, 10:20",6 km/h ,5 / 1 °C,2 °C,2020.01.19
1813,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, 1035 mbar,Germany, from West,Passing clouds.,8e2f5206-d0b5-52e3-ab0b-dca4f49cb879, N/A,4 °C, 1 °C," Weather in Darmstadt, Hesse, Germany",Frankfurt-M-Flughafen Airport,weather," 19 Jan 2020, 10:20",7 km/h ,5 / 0 °C,2 °C,2020.01.19
1814,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, N/A,Germany, from Northeast,Passing clouds.,f6765533-a67d-5da3-b4ef-26d824142365, 1 km,, N/A," Weather in Stolberg (Rheinland), North Rhine-Westphalia, Germany",Eifel,weather," 19 Jan 2020, 05:00",26 km/h ,4 / 1 °C,,2020.01.19
1815,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, 1033 mbar,Germany, from West,Drizzle. Low clouds.,1352e754-8ed1-508e-b714-0209ee413f60, N/A,3 °C, 2 °C," Weather in Leipzig, Saxony, Germany",Leipzig-Schkeuditz,weather," 19 Jan 2020, 10:20",6 km/h ,3 / -2 °C,2 °C,2020.01.19
1816,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, 1033 mbar,Germany, from Northwest,Fog.,a8133752-60fe-54ea-9b34-2d25ac9d28e0, 2 km,1 °C, 0 °C," Weather in Dannenberg, Lower Saxony, Germany",Fassberg,weather," 19 Jan 2020, 10:15",11 km/h ,5 / -1 °C,-2 °C,2020.01.19
1817,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, 1032 mbar ,Germany, from Northwest,Overcast.,a3917984-0e5c-5230-8ffd-39a3ce8645c6, N/A,0 °C, -1 °C," Weather in Dachau, Bavaria, Germany",Oberpfaffenhofen,weather," 19 Jan 2020, 10:20",9 km/h ,1 / -1 °C,-3 °C,2020.01.19
1818,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, 1032 mbar,Germany, from West,Partly sunny.,21f47715-fcd1-5253-b5fc-9979e323a77b, N/A,3 °C, 2 °C," Weather in Stendal, Saxony-Anhalt, Germany",Berlin-Tegel,weather," 19 Jan 2020, 10:20",11 km/h ,4 / -1 °C,0 °C,2020.01.19
1819,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, N/A,Germany, from Northeast,Passing clouds.,836aff3f-89a5-561f-914b-6697a717e90a, 3 km,, N/A," Weather in Steinfurt, North Rhine-Westphalia, Germany",Rheine-Bentlage,weather," 19 Jan 2020, 02:00",4 km/h ,5 / 0 °C,,2020.01.19
1820,"19 Jan 2020, 11:08:34",Sun Jan 19 15:38:35 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,9d3dc0d3-102f-51ff-ad97-9cfd11a23d0b, N/A,1 °C, 0 °C," Weather in Leinfelden-Echterdingen, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,3 / -1 °C,-2 °C,2020.01.19
1821,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1035 mbar,Germany, from North,Partly sunny.,96d3a2ce-2570-53f2-9a81-bed66c609dd2, N/A,4 °C, 1 °C," Weather in Leimen, Baden-Württemberg, Germany",Mannheim City,weather," 19 Jan 2020, 10:20",6 km/h ,5 / 0 °C,3 °C,2020.01.19
1822,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1034 mbar,Germany, from North,Scattered clouds.,da079f68-91c0-5221-965f-10f4c02e8b97, N/A,6 °C, 3 °C," Weather in Cuxhaven, Lower Saxony, Germany",Nordholz,weather," 19 Jan 2020, 10:20",19 km/h ,6 / 4 °C,2 °C,2020.01.19
1823,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1034 mbar,Germany, from West,Passing clouds.,571a5626-df52-522e-8535-59912407ed5a, N/A,2 °C, 1 °C," Weather in Lehrte, Lower Saxony, Germany",Hannover,weather," 19 Jan 2020, 10:20",13 km/h ,5 / 1 °C,-2 °C,2020.01.19
1824,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1033 mbar,Germany, from West,Drizzle. Low clouds.,8a8707f1-4a15-5728-adaa-27e0938704ef, N/A,3 °C, 2 °C," Weather in Stassfurt, Saxony-Anhalt, Germany",Leipzig-Schkeuditz,weather," 19 Jan 2020, 10:20",6 km/h ,5 / -1 °C,2 °C,2020.01.19
1825,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1033 mbar,Germany,na,Low clouds.,225afb02-b4f1-5747-9649-d91c49266d8f, N/A,0 °C, 0 °C," Weather in Creußen, Bavaria, Germany",Grafenwoehr,weather," 19 Jan 2020, 09:56",No wind,3 / -2 °C,0 °C,2020.01.19
1826,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1035 mbar,Germany, from North,Light freezing rain. Overcast.,6df721e3-09ab-537d-87eb-276bd3d2e010, 12 km,5 °C, 2 °C," Weather in Leer, Lower Saxony, Germany",Emden-Koenigspolder,weather," 19 Jan 2020, 09:00",11 km/h ,6 / 1 °C,2 °C,2020.01.19
1827,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1032 mbar ,Germany, from Northwest,Overcast.,96d24098-6448-5801-b465-72cea512bca4, N/A,0 °C, -1 °C," Weather in Starnberg, Bavaria, Germany",Oberpfaffenhofen,weather," 19 Jan 2020, 10:20",9 km/h ,1 / -3 °C,-3 °C,2020.01.19
1828,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1034 mbar,Germany, from West,Passing clouds.,f04c2f20-2c49-54f4-8181-eb2d0522a49b, N/A,2 °C, 2 °C," Weather in Stade, Lower Saxony, Germany",Hamburg-Finkenwerder,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 1 °C,-1 °C,2020.01.19
1829,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1032 mbar,Germany, from Northwest,Light snow. Mostly cloudy.,2ac339a2-d46d-566f-8d14-89d5bc89449e, 5 km,0 °C, 0 °C," Weather in Crailsheim, Baden-Württemberg, Germany",Niederstetten,weather," 19 Jan 2020, 10:20",11 km/h ,2 / -3 °C,-4 °C,2020.01.19
1830,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:35 2020, 1032 mbar,Germany, from Northwest,Broken clouds.,c9a4ee2e-0aad-56db-9b1e-3a07b144d486, 7 km,3 °C, 2 °C," Weather in Cottbus, Brandenburg, Germany",Holzdorf,weather," 19 Jan 2020, 10:20",11 km/h ,4 / 0 °C,0 °C,2020.01.19
1831,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, 1034 mbar,Germany, from West,Passing clouds.,9b4288d7-792c-5c37-ac76-647f9c8cc57e, N/A,2 °C, 1 °C," Weather in Langenhagen, Lower Saxony, Germany",Hannover,weather," 19 Jan 2020, 10:20",13 km/h ,5 / 1 °C,-2 °C,2020.01.19
1832,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, 1036 mbar,Germany, from West,Ice fog.,5ac71409-357d-5d12-998b-782e2691bb24, 8 km,0 °C, 0 °C," Weather in Langfurth, Bavaria, Germany",Ansbach / Katterbach,weather," 19 Jan 2020, 10:11",7 km/h ,2 / -2 °C,-3 °C,2020.01.19
1833,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, N/A,Germany, from East,Passing clouds.,ad231948-2042-5051-92d5-91e1e184cdf6, 9 km,, N/A," Weather in St. Wendel, Saarland, Germany",Tholey,weather," 19 Jan 2020, 10:00",15 km/h ,4 / -1 °C,,2020.01.19
1834,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, 1037 mbar,Germany, from Northwest,Partly sunny.,3a7dc910-c20b-5289-b01b-ce094ccb9577, N/A,3 °C, 2 °C," Weather in Cologne, North Rhine-Westphalia, Germany",Koeln / Bonn,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 1 °C,0 °C,2020.01.19
1835,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, 1034 mbar,Germany, from Northwest,Scattered clouds.,3847e097-66c3-51b1-9063-acdd6e1c1821, N/A,2 °C, 1 °C," Weather in Springe, Lower Saxony, Germany",Wunstorf Airport,weather," 19 Jan 2020, 10:20",19 km/h ,5 / 0 °C,-3 °C,2020.01.19
1836,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, 1037 mbar,Germany, from West,Partly sunny.,a9245b21-c830-520c-9e76-123b8ec4d4c9, N/A,2 °C, 2 °C," Weather in Langenfeld (Rheinland), North Rhine-Westphalia, Germany",Duesseldorf,weather," 19 Jan 2020, 10:20",6 km/h ,6 / 1 °C,0 °C,2020.01.19
1837,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, 1035 mbar,Germany, from West,Passing clouds.,75146a6d-1fc8-583e-a2f0-901fcacc48ae, N/A,4 °C, 1 °C," Weather in Langen, Hesse, Germany",Frankfurt-M-Flughafen Airport,weather," 19 Jan 2020, 10:20",7 km/h ,5 / 0 °C,2 °C,2020.01.19
1838,"19 Jan 2020, 11:08:35",Sun Jan 19 15:38:36 2020, 1031 mbar,Germany,na,Snow flurries. Cloudy.,9047db77-e212-50c6-a744-0fb4136322ec, 5 km,0 °C, -1 °C," Weather in Coburg, Bavaria, Germany",Hof Airport,weather," 19 Jan 2020, 10:20",No wind,3 / -2 °C,0 °C,2020.01.19
1839,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1034 mbar ,Germany, from East,Chilly.,741b32dc-3dd1-5210-9a6c-8c5112755a1f, N/A,2 °C, 0 °C," Weather in Sonthofen, Bavaria, Germany",Bregenz,weather," 19 Jan 2020, 10:00",2 km/h ,0 / -8 °C,2 °C,2020.01.19
1840,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1031 mbar,Germany,na,Snow flurries. Cloudy.,2d4128b3-4cdd-5b9e-b8d1-f52c247d78e0, 5 km,0 °C, -1 °C," Weather in Sonneberg, Thuringia, Germany",Hof Airport,weather," 19 Jan 2020, 10:20",No wind,1 / -4 °C,0 °C,2020.01.19
1841,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1032 mbar,Germany, from Northwest,Light snow. Broken clouds.,159fbf3a-05b1-592a-a59a-e6292c135ad9, N/A,1 °C, -1 °C," Weather in Landshut, Bavaria, Germany",Munich / Franz Josef Strauss Airport,weather," 19 Jan 2020, 10:20",7 km/h ,2 / -3 °C,-1 °C,2020.01.19
1842,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1036 mbar,Germany, from North,Chilly.,74670ac0-f39e-5e2f-aaf3-94b5583c0c7e, N/A,3 °C, 3 °C," Weather in Cloppenburg, Lower Saxony, Germany",Meppen-Mil,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 2 °C,0 °C,2020.01.19
1843,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1032 mbar ,Germany, from West,Chilly.,009fb270-d205-54c5-94ac-8ba04953f125, 8 km,0 °C, -1 °C," Weather in Landsberg am Lech, Bavaria, Germany",Lechfeld,weather," 19 Jan 2020, 10:20",7 km/h ,1 / -3 °C,-3 °C,2020.01.19
1844,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,2e71ead9-7bbd-582b-8163-4a7f863c571b, N/A,2 °C, 1 °C," Weather in Chemnitz, Saxony, Germany",Altenburg Nobitz,weather," 19 Jan 2020, 10:20",7 km/h ,3 / -4 °C,0 °C,2020.01.19
1845,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1033 mbar,Germany, from Northwest,Broken clouds.,705a8e65-f1ce-53c2-8bfd-8ec496cbf11b, N/A,2 °C, 0 °C," Weather in Sondershausen, Thuringia, Germany",Erfurt-Bindersleben,weather," 19 Jan 2020, 10:20",11 km/h ,3 / -3 °C,-1 °C,2020.01.19
1846,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1035 mbar,Germany, from North,Partly sunny.,e76a24ad-1234-5748-af84-c2d3bd524026, N/A,4 °C, 1 °C," Weather in Landau in der Pfalz, Rhineland-Palatinate, Germany",Mannheim City,weather," 19 Jan 2020, 10:20",6 km/h ,4 / 0 °C,3 °C,2020.01.19
1847,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1034 mbar,Germany, from West,Passing clouds.,578d7328-ed03-5d31-bf40-6dec5669648e, 9 km,2 °C, 1 °C," Weather in Celle, Lower Saxony, Germany",Celle Airport,weather," 19 Jan 2020, 10:20",9 km/h ,5 / 0 °C,-1 °C,2020.01.19
1848,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1033 mbar,Germany, from Northwest,Fog.,d383f30d-0bc9-5e68-b14d-e35f434be3f6, 2 km,1 °C, 0 °C," Weather in Soltau, Lower Saxony, Germany",Fassberg,weather," 19 Jan 2020, 10:15",11 km/h ,5 / 0 °C,-2 °C,2020.01.19
1849,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1035 mbar,Germany, from East,Light rain. Overcast.,0481bd24-5182-581b-8d48-2b76544a7c35, 4 km,2 °C, 1 °C," Weather in Lahr, Baden-Württemberg, Germany",Lahr,weather," 19 Jan 2020, 09:00",2 km/h ,5 / 0 °C,2 °C,2020.01.19
1850,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1036 mbar,Germany, from West,Broken clouds.,1b08422f-6211-533f-8fd6-83d768960628, N/A,3 °C, 2 °C," Weather in Castrop-Rauxel, North Rhine-Westphalia, Germany",Dortmund / Wickede,weather," 19 Jan 2020, 10:20",7 km/h ,5 / 1 °C,1 °C,2020.01.19
1851,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:36 2020, 1037 mbar,Germany, from West,Partly sunny.,ff36bea2-28be-5771-a7cf-2fbdbd48036a, N/A,2 °C, 2 °C," Weather in Solingen, North Rhine-Westphalia, Germany",Duesseldorf,weather," 19 Jan 2020, 10:20",6 km/h ,6 / 0 °C,0 °C,2020.01.19
1852,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,5eecd007-4507-5492-8264-d2eedcc25697, N/A,1 °C, 0 °C," Weather in Calw, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,2 / -1 °C,-2 °C,2020.01.19
1853,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:37 2020, 1035 mbar,Germany, from Northwest,Partly sunny.,1d28bc85-b427-57f8-aee4-8e8f31ccc09a, N/A,3 °C, 2 °C," Weather in Lage, North Rhine-Westphalia, Germany",Bueckeburg,weather," 19 Jan 2020, 10:20",6 km/h ,5 / 2 °C,2 °C,2020.01.19
1854,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:37 2020, 1036 mbar,Germany, from West,Broken clouds.,54ab0e64-56b2-5bdb-844d-7c6202fb9006, N/A,3 °C, 2 °C," Weather in Soest, North Rhine-Westphalia, Germany",Dortmund / Wickede,weather," 19 Jan 2020, 10:20",7 km/h ,6 / 0 °C,1 °C,2020.01.19
1855,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:37 2020, 1034 mbar,Germany, from West,Passing clouds.,105859e6-a294-560f-943a-6f1977148753, N/A,2 °C, 2 °C," Weather in Buxtehude, Lower Saxony, Germany",Hamburg-Finkenwerder,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 1 °C,-1 °C,2020.01.19
1856,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:37 2020, 1035 mbar,Germany, from North,Partly sunny.,e121447f-ceaf-5e99-836a-7c28010e522b, N/A,4 °C, 1 °C," Weather in Sinsheim, Baden-Württemberg, Germany",Mannheim City,weather," 19 Jan 2020, 10:20",6 km/h ,5 / -1 °C,3 °C,2020.01.19
1857,"19 Jan 2020, 11:08:36",Sun Jan 19 15:38:37 2020, 1034 mbar,Germany, from West,Passing clouds.,6013b545-9ed1-5ebc-817a-e6d058101090, N/A,2 °C, 1 °C," Weather in Laatzen, Lower Saxony, Germany",Hannover,weather," 19 Jan 2020, 10:20",13 km/h ,5 / 1 °C,-2 °C,2020.01.19
1858,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1031 mbar,Germany,na,Snow flurries. Cloudy.,f05793f2-9692-51c9-b6ab-a4a1acdc0275, 5 km,0 °C, -1 °C," Weather in Kulmbach, Bavaria, Germany",Hof Airport,weather," 19 Jan 2020, 10:20",No wind,3 / -3 °C,0 °C,2020.01.19
1859,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from North,Partly sunny.,0264df76-9495-57c7-be8e-4d5df24a8993, N/A,1 °C, -2 °C," Weather in Singen (Hohentwiel), Baden-Württemberg, Germany",Zurich-Kloten,weather," 19 Jan 2020, 10:20",7 km/h ,3 / -2 °C,-1 °C,2020.01.19
